projectname,classification,commenttext
apache-ant-1.7.0,DESIGN,//stolen from writeManifest
apache-ant-1.7.0,DESIGN,"/* If the jarfile already exists then whack it and recreate it.
             * Should probably think of a more elegant way to handle this
             * so that in case of errors we don't leave people worse off
             * than when we started =)
             */"
apache-ant-1.7.0,DESIGN,// XXX is the following really necessary? it is in the same thread group...
apache-ant-1.7.0,DESIGN,// we have to find a cleaner way to put this output
apache-ant-1.7.0,DESIGN,// This is the old way and is deprecated - classespath is // the right way to do this and is above
apache-ant-1.7.0,DESIGN,// For Script example that modifies id'ed tasks in other // targets to work. *very* Ugly // The reference is replaced by RuntimeConfigurable
apache-ant-1.7.0,DESIGN,// don't call super.close() because that reader is used // on other places ...
apache-ant-1.7.0,DESIGN,// report error if something weird happens...this is diagnostic.
apache-ant-1.7.0,DESIGN,// sorry - otherwise we will get a ClassCastException because the MockCache // is loaded by two different classloader ...
apache-ant-1.7.0,DESIGN,"// ***HACK*** We ask the VM to create an instance // by voluntarily providing illegal arguments to force // the VM to run the class' static initializer, while // at the same time not running a valid constructor."
apache-ant-1.7.0,DESIGN,"// Singleton for now, it may change ( per/classloader )"
apache-ant-1.7.0,DESIGN,// XXX - shouldn't this always return false in isolated mode?
apache-ant-1.7.0,IMPLEMENTATION,//TO DO : delete the file if it is not a valid file.
apache-ant-1.7.0,IMPLEMENTATION,"/**
 * TODO:
 * comment field doesn't include all options yet
 */"
apache-ant-1.7.0,IMPLEMENTATION,//TO DO : delete the file if it is not a valid file.
apache-ant-1.7.0,IMPLEMENTATION,"/**
     * This method checks the timestamp on each file listed in the <code>
     * ejbFiles</code> and compares them to the timestamp on the <code>jarFile
     * </code>.  If the <code>jarFile</code>'s timestamp is more recent than
     * each EJB file, <code>true</code> is returned.  Otherwise, <code>false
     * </code> is returned.
     * TODO: find a way to check the manifest-file, that is found by naming convention
     *
     * @param ejbFiles Hashtable of EJB classes (and other) files that will be
     *                 added to the completed JAR file
     * @param jarFile  JAR file which will contain all of the EJB classes (and
     *                 other) files
     * @return         boolean indicating whether or not the <code>jarFile</code>
     *                 is up to date
     */"
apache-ant-1.7.0,IMPLEMENTATION,// Have to think about lazy initialization here...  JHM // comparator = new java.text.RuleBasedCollator();
apache-ant-1.7.0,IMPLEMENTATION,"/**
 * TODO:
 * comment field doesn't include all options yet
 */"
apache-ant-1.7.0,IMPLEMENTATION,//TODO no methods yet for getClassname //TODO no method for newInstance using a reverse-classloader
apache-ant-1.7.0,IMPLEMENTATION,"/*
     * The displayName variable stores the value of the ""display-name"" element
     * from the standard EJB descriptor.  As a future enhancement to this task,
     * we may determine the name of the EJB JAR file using this display-name,
     * but this has not be implemented yet.
     */"
apache-ant-1.7.0,IMPLEMENTATION,"/**
 * An output stream that compresses into the BZip2 format (without the file
 * header chars) into another stream.

 * <p>The compression requires large amounts of memory. Thus you
 * should call the {@link #close() close()} method as soon as
 * possible, to force <tt>CBZip2OutputStream</tt> to release the
 * allocated memory.</p>
 *
 * <p>You can shrink the amount of allocated memory and maybe raise
 * the compression speed by choosing a lower blocksize, which in turn
 * may cause a lower compression ratio.  You can avoid unnecessary
 * memory allocation by avoiding using a blocksize which is bigger
 * than the size of the input. </p>
 *
 * <p>You can compute the memory usage for compressing by the
 * following formula:</p>
 * <pre>
 * <code>400k + (9 * blocksize)</code>.
 * </pre>
 * 
 * <p>To get the memory required for decompression by {@link
 * CBZip2InputStream CBZip2InputStream} use</p>
 * <pre>
 * <code>65k + (5 * blocksize)</code>.
 * </pre>
 *
 * <table width=""100%"" border=""1"">
 *  <colgroup>
 *    <col width=""33%"" />
 *    <col width=""33%"" />
 *    <col width=""33%"" />
 *  </colgroup>
 *  <tr>
 *    <th colspan=""3"">Memory usage by blocksize</th>
 *  </tr><tr>
 *    <th align=""right"">Blocksize</th>
 *    <th align=""right"">Compression<br>memory usage</th>
 *    <th align=""right"">Decompression<br>memory usage</th>
 *  </tr><tr>
 *    <td align=""right"">100k</td>
 *    <td align=""right"">1300k</td>
 *    <td align=""right""> 565k</td>
 *  </tr><tr>
 *    <td align=""right"">200k</td>
 *    <td align=""right"">2200k</td>
 *    <td align=""right"">1065k</td>
 *  </tr><tr>
 *    <td align=""right"">300k</td>
 *    <td align=""right"">3100k</td>
 *    <td align=""right"">1565k</td>
 *  </tr><tr>
 *    <td align=""right"">400k</td>
 *    <td align=""right"">4000k</td>
 *    <td align=""right"">2065k</td>
 *  </tr><tr>
 *    <td align=""right"">500k</td>
 *    <td align=""right"">4900k</td>
 *    <td align=""right"">2565k</td>
 *  </tr><tr>
 *    <td align=""right"">600k</td>
 *    <td align=""right"">5800k</td>
 *    <td align=""right"">3065k</td>
 *  </tr><tr>
 *    <td align=""right"">700k</td>
 *    <td align=""right"">6700k</td>
 *    <td align=""right"">3565k</td>
 *  </tr><tr>
 *    <td align=""right"">800k</td>
 *    <td align=""right"">7600k</td>
 *    <td align=""right"">4065k</td>
 *  </tr><tr>
 *    <td align=""right"">900k</td>
 *    <td align=""right"">8500k</td>
 *    <td align=""right"">4565k</td>
 *  </tr>
 * </table>
 *
 * <p>For decompression <tt>CBZip2InputStream</tt> allocates less
 * memory if the bzipped input is smaller than one block.</p>
 *
 * <p>Instances of this class are not threadsafe.</p>
 *
 * <p>
 * TODO:    Update to BZip2 1.0.1
 * </p>
 *
 */"
apache-ant-1.7.0,IMPLEMENTATION,// XXX - log an error?  throw an exception?
apache-ant-1.7.0,IMPLEMENTATION,// TODO: allow user to request the system or no parent
apache-ant-1.7.0,IMPLEMENTATION,"//if there was any text before this, add it as a fragment //TODO, this check could be modified to go if pos>prev; //seems like this current version could stick empty strings //into the list"
apache-ant-1.7.0,IMPLEMENTATION,// XXX add exceptions
apache-ant-1.7.0,TEST,// @todo this is duplicating TestResult information. Only the time is not // part of the result. So we'd better derive a new class from TestResult // and deal with it. (SB)
apache-ant-1.7.0,TEST,// not sure whether this test is needed but cost nothing to put. // hope it will be reviewed by anybody competent
apache-ant-1.7.0,TEST,"/**
 * TestCases for {@link XSLTProcess} task.
 * XXX merge with {@link XsltTest}?
 * @version 2003-08-05
 */"
apache-ant-1.7.0,TEST,"// doesn't work: Depending on the compression engine used, // compressed bytes may differ. False errors would be // reported. // assertTrue(""File content mismatch"", // FILE_UTILS.contentEquals(project.resolveFile(""expected/asf-logo-huge.tar.bz2""), // project.resolveFile(""asf-logo-huge.tar.bz2"")));"
apache-ant-1.7.0,TEST,"// this is the wrong test if the remote OS is OpenVMS, // but there doesn't seem to be a way to detect it."
apache-ant-1.7.0,TEST,"//process doesn't die properly under this combination, //thus test fails.  No workaround?"
apache-ant-1.7.0,TEST,"// JUNIT3 test //assertEquals(error, JUnitTestRunner.FAILURES, runner.getRetCode()); //@fixme as of now does not report the original stacktrace. //assertTrue(error, error.indexOf(""thrown on purpose"") != -1);"
apache-ant-1.7.0,TEST,"// The property is an id's thing -- either a property // or a path.  We need to make sure // that the object was created with the given id. // We don't have an adequate way of testing the actual // *value* of the Path object, though..."
apache-ant-1.7.0,TEST,//where oh where has my test case 3 gone?
apache-ant-1.7.0,TEST,"/** Attribute names and values. While the XML spec doesn't require
     *  preserving the order ( AFAIK ), some ant tests do rely on the
     *  exact order. The following code is copied from AttributeImpl.
     *  We could also just use SAX2 Attributes and convert to SAX1 ( DOM
     *  attribute Nodes can also be stored in SAX2 Attributes )
     *  XXX under JDK 1.4 you can just use a LinkedHashMap for this purpose -jglick
     * The only exception to this order is the treatment of
     * refid. A number of datatypes check if refid is set
     * when other attributes are set. This check will not
     * work if the build script has the other attribute before
     * the ""refid"" attribute, so now (ANT 1.7) the refid
     * attribute will be processed first.
     */"
apache-jmeter-2.10,DEFECT,// Don't try restoring the URL TODO: wy not?
apache-jmeter-2.10,DEFECT,// TODO: Why do we clone the return value? This is the only reference // to it (right?) so we shouldn't need a separate copy.
apache-jmeter-2.10,DEFECT,"/*
     * Fix bug in JVMs that return true/false rather than True/False
     * from the type editor getAsText() method
     */"
apache-jmeter-2.10,DEFECT,// Should this also fail the sample? // Can happen for incorrect XPath expression
apache-jmeter-2.10,DEFECT,// TODO - why does null property have a value?
apache-jmeter-2.10,DEFECT,//int contentLength = httpMethod.getResponseContentLength();Not visible ... //TODO size ouststream according to actual content length
apache-jmeter-2.10,DEFECT,"// This would be sensible, but does not work: // public int hashCode() // { // return propMap.hashCode(); // }"
apache-jmeter-2.10,DEFECT,// FIXME Due to startEngine being commented engine will always be null //private StandardJMeterEngine engine;
apache-jmeter-2.10,DEFECT,// NOTE: these lines center the about dialog in the // current window. Some older Swing versions have // a bug in getLocationOnScreen() and they may not // make this behave properly.
apache-jmeter-2.10,DEFECT,// TODO - how can this be null?
apache-jmeter-2.10,DEFECT,// TODO display warning dialog as this can take some time
apache-jmeter-2.10,DEFECT,// TODO: may not work on all OSes?
apache-jmeter-2.10,DEFECT,"/*
     * TODO: error counting needs to be sorted out.
     *
     * At present the Statistical Sampler tracks errors separately
     * It would make sense to move the error count here, but this would
     * mean lots of changes.
     * It's also tricky maintaining the count - it can't just be incremented/decremented
     * when the success flag is set as this may be done multiple times.
     * The work-round for now is to do the work in the StatisticalSampleResult,
     * which overrides this method.
     * Note that some JMS samplers also create samples with > 1 sample count
     * Also the Transaction Controller probably needs to be changed to do
     * proper sample and error accounting.
     * The purpose of this work-round is to allow at least minimal support for
     * errors in remote statistical batch mode.
     *
     */"
apache-jmeter-2.10,DEFECT,// TODO: doesn't putting this here mark the tree as // saved even though a failure may occur later?
apache-jmeter-2.10,DEFECT,"// TODO - fix so that this is only called once per test, instead of at every clone // Perhaps save previous filename, and only load if it has changed?"
apache-jmeter-2.10,DEFECT,// Bug in above method
apache-jmeter-2.10,DEFECT,// TODO should we call test listeners? That might hang too ... //$NON-NLS-1$ // default is true
apache-jmeter-2.10,DEFECT,"// FIXME FACTOR WITH HTTPHC4Impl, HTTPHC3Impl // Just append all the parameter values, and use that as the post body"
apache-jmeter-2.10,DEFECT,"/**
 * The SSLManager handles the KeyStore information for JMeter. Basically, it
 * handles all the logic for loading and initializing all the JSSE parameters
 * and selecting the alias to authenticate against if it is available.
 * SSLManager will try to automatically select the client certificate for you,
 * but if it can't make a decision, it will pop open a dialog asking you for
 * more information.
 *
 * TODO: does not actually prompt
 *
 */"
apache-jmeter-2.10,DEFECT,"/*
     * URGENT: TODO - sort out equals and hashCode() - at present equal
     * instances can/will have different hashcodes - problem is, when a proper
     * hashcode is used, tests stop working, e.g. listener data disappears when
     * switching views... This presumably means that instances currently
     * regarded as equal, aren't really equal.
     *
     * @see java.lang.Object#hashCode()
     */"
apache-jmeter-2.10,DEFECT,"/*
         * This means that a new page will be shown before rendering is complete,
         * however the correct location will be displayed.
         * Attempts to use a ""page"" PropertyChangeListener to detect when the page
         * has been loaded failed to work any better. 
         */"
apache-jmeter-2.10,DEFECT,"// TODO - removes the nodes from the CheckDirty map - should it be done later, in case some can't be removed?"
apache-jmeter-2.10,DESIGN,// TODO turn into parameter?
apache-jmeter-2.10,DESIGN,// TODO: should this just call super()?
apache-jmeter-2.10,DESIGN,// TODO improve this
apache-jmeter-2.10,DESIGN,// TODO do contentType and/or dataEncoding belong in HTTPSampleResult instead?
apache-jmeter-2.10,DESIGN,// TODO - needs more work ...
apache-jmeter-2.10,DESIGN,// Maybe move to vector if MT problems occur
apache-jmeter-2.10,DESIGN,// TODO: This method doesn't appear to be used.
apache-jmeter-2.10,DESIGN,// TODO is this really necessary?
apache-jmeter-2.10,DESIGN,// Programming error: bail out.
apache-jmeter-2.10,DESIGN,// TODO should this throw an error?
apache-jmeter-2.10,DESIGN,// Programming error: bail out.
apache-jmeter-2.10,DESIGN,// houston we have a problem !!
apache-jmeter-2.10,DESIGN,//TODO replace with proper Exception
apache-jmeter-2.10,DESIGN,"// TODO - charset? // TODO this should really be request data, but there is none"
apache-jmeter-2.10,DESIGN,// in milli-seconds // TODO: properties?
apache-jmeter-2.10,DESIGN,//TODO - move to JOrphanUtils?
apache-jmeter-2.10,DESIGN,// N.B. Needs to implement Visualizer so that TestBeanGUI can find the correct GUI class
apache-jmeter-2.10,DESIGN,// Can be null (not sure why)
apache-jmeter-2.10,DESIGN,//TODO implement other non-text types
apache-jmeter-2.10,DESIGN,// TODO this is not populated currently
apache-jmeter-2.10,DESIGN,// N.B. Needs to implement Visualizer so that TestBeanGUI can find the correct GUI class // TODO - remove UnsharedComponent ? Probably does not make sense for a TestBean.
apache-jmeter-2.10,DESIGN,// $NON-NLS-1$ // TODO - use a different format here?
apache-jmeter-2.10,DESIGN,// NOTUSED: long[] longSample = getSamples(); // load each node
apache-jmeter-2.10,DESIGN,"//This can lead to code smell, meh! Do we care"
apache-jmeter-2.10,DESIGN,// TODO is this ever used?
apache-jmeter-2.10,DESIGN,// TODO is this the best way to do this?
apache-jmeter-2.10,DESIGN,// Programming error: bail out.
apache-jmeter-2.10,DESIGN,// Maybe move to vector if MT problems occur
apache-jmeter-2.10,DESIGN,// All keys in messages.properties are lowercase (historical reasons?)
apache-jmeter-2.10,DESIGN,//NOT USED protected double[][] data = null;
apache-jmeter-2.10,DESIGN,// Programming error: bail out.
apache-jmeter-2.10,DESIGN,// Programming error: bail out.
apache-jmeter-2.10,DESIGN,//TODO do this more efficiently
apache-jmeter-2.10,DESIGN,// TODO - should this use setFirst() ?
apache-jmeter-2.10,DESIGN,// Programming error: bail out.
apache-jmeter-2.10,DESIGN,"/*
     *
     * A Dom tree panel for to display response as tree view author <a
     * href=""mailto:d.maung@mdl.com"">Dave Maung</a> 
     * TODO implement to find any nodes in the tree using TreePath.
     *
     */"
apache-jmeter-2.10,DESIGN,// TODO: Does this method need to be public? It isn't currently // called outside of this class.
apache-jmeter-2.10,DESIGN,"/*
         * Does the system support UNC paths? If so, may need to fix them up
         * later
         */"
apache-jmeter-2.10,DESIGN,// Not used
apache-jmeter-2.10,DESIGN,// TODO should this be indeterminate? // TODO should this be indeterminate? //$NON-NLS-1$ //$NON-NLS-1$
apache-jmeter-2.10,DESIGN,// hack to skip processing
apache-jmeter-2.10,DESIGN,// TODO should we allow null for non-primitive types?
apache-jmeter-2.10,DESIGN,// TODO - not sure this is the best method
apache-jmeter-2.10,DESIGN,// TODO - is this needed?
apache-jmeter-2.10,DESIGN,// TODO - should we call start() and stop()?
apache-jmeter-2.10,DESIGN,// Not used
apache-jmeter-2.10,DESIGN,"// TODO: I believe the following code (to the end of the method) is // obsolete, // since NamePanel no longer seems to be the GUI for any component:"
apache-jmeter-2.10,DESIGN,// Method is broken anyway
apache-jmeter-2.10,DESIGN,// TODO is this a sensible number? //$NON-NLS-1$
apache-jmeter-2.10,DESIGN,// TODO work out how to search the XML pane
apache-jmeter-2.10,DESIGN,// TODO is this sensible?
apache-jmeter-2.10,DESIGN,"// Should we return fragment as text, rather than text of fragment?"
apache-jmeter-2.10,DESIGN,"/*
         * Not clear what can cause this ? conflicting versions perhaps
         */"
apache-jmeter-2.10,DESIGN,//TODO replace with proper Exception // return with an error
apache-jmeter-2.10,DESIGN,//TODO: validate contentType for reasonable types?
apache-jmeter-2.10,DESIGN,"/*
     * Mask values for TEST_TYPE TODO: remove either MATCH or CONTAINS - they
     * are mutually exckusive
     */"
apache-jmeter-2.10,DESIGN,// TODO ought to be a FileChooser ...
apache-jmeter-2.10,DESIGN,// Allow JMeter to render frames (and relative images) // Must be done after setContentType [Why?]
apache-jmeter-2.10,DESIGN,// TODO - is this used? (apart from test code)
apache-jmeter-2.10,DESIGN,// TODO: should this be clearData()?
apache-jmeter-2.10,DESIGN,"/**
     * Provide a description of this timer class.
     *
     * TODO: Is this ever used? I can't remember where. Remove if it isn't --
     * TODO: or obtain text from bean's displayName or shortDescription.
     *
     * @return the description of this timer class.
     */"
apache-jmeter-2.10,DESIGN,"/*
             * Provide dummy implementations to suppress download and display of
             * related resources: - FRAMEs - IMAGEs TODO create better dummy
             * displays TODO suppress LINK somehow
             */"
apache-jmeter-2.10,DESIGN,// TODO should this be JTLSAVER? Only seems to be called by MonitorHealthVisualzer
apache-jmeter-2.10,DESIGN,// TODO: Make the running indicator its own class instead of a JButton
apache-jmeter-2.10,DESIGN,"// If child of TransactionController is a ThroughputController and TPC does // not sample its children, then we will have this // TODO Should this be at warn level ?"
apache-jmeter-2.10,DESIGN,// $NON-NLS-1$ // so it agrees with above // TODO perhaps should share code with __time() function for this... // $NON-NLS-1$ $NON-NLS-2$ // $NON-NLS-1$ $NON-NLS-2$
apache-jmeter-2.10,DESIGN,// Hack to allow automated tests to find when test has ended //transient boolean testEnded = false;
apache-jmeter-2.10,DESIGN,// TODO could these be done earlier (or just once?)
apache-jmeter-2.10,DESIGN,// Hack to resolve ModuleControllers in non GUI mode
apache-jmeter-2.10,DESIGN,// add a system property so samplers can check to see if JMeter // is running in NonGui mode // $NON-NLS-1$ // TODO - why does it create a new instance?
apache-jmeter-2.10,DESIGN,// Should we run a beanshell script on startup? // $NON-NLS-1$
apache-jmeter-2.10,DESIGN,"/*
         * A little hack - add each listener to the start of the list - this
         * ensures that the thread running the show is the first listener and
         * can modify certain values before other listeners are called.
         */"
apache-jmeter-2.10,DESIGN,// TODO: move this to components -- the only reason why it's in core is because // it's used as a guinea pig by a couple of tests.
apache-jmeter-2.10,DESIGN,"// TODO this bit of code needs to be tidied up // Unfortunately ModuleController is in components, not core // Bug 47165"
apache-jmeter-2.10,DESIGN,// TODO: This class looks a lot like ArgumentsPanel. What exactly is the // difference? Could they be combined? // Note: it seems that this class is not actually used ...
apache-jmeter-2.10,DESIGN,// TODO does not appear to be used
apache-jmeter-2.10,DESIGN,"/*
         * Ensure that the sample variables are correctly initialised for each run.
         * TODO is this the best way to do this? should it be done elsewhere ?
         */"
apache-jmeter-2.10,DESIGN,"/*
             * Add fix for Deadlocks, see:
             * 
             * See https://issues.apache.org/bugzilla/show_bug.cgi?id=48350
            */"
apache-jmeter-2.10,DESIGN,// Hack to allow external control
apache-jmeter-2.10,DESIGN,// TODO - why use space?
apache-jmeter-2.10,DESIGN,"// TODO should this also clear isDynamic, rawParameters, permanentResults?"
apache-jmeter-2.10,DESIGN,// TODO should level be more than debug ?
apache-jmeter-2.10,DESIGN,// TODO should level be more than debug ?
apache-jmeter-2.10,DESIGN,"// This is effectively the same as saver.toXML(Object, Writer) except we get to provide the DataHolder // Don't know why there is no method for this in the XStream class"
apache-jmeter-2.10,DESIGN,// TODO fix up for Nimbus LAF
apache-jmeter-2.10,DESIGN,"/**
 * FIXME Why is searchTF not getting focus correctly after having been setVisible(false) once
 */"
apache-jmeter-2.10,DESIGN,// TODO does not appear to be used
apache-jmeter-2.10,DESIGN,// MenuBar related methods // TODO: Do we really need to have all these menubar methods duplicated // here? Perhaps we can make the menu bar accessible through GuiPackage?
apache-jmeter-2.10,DESIGN,// Hack to get full modifier value
apache-jmeter-2.10,DESIGN,// TODO: This method doesn't appear to be used.
apache-jmeter-2.10,DESIGN,// TODO - why use space?
apache-jmeter-2.10,DESIGN,"/*
     * TODO consider removing this method, and providing method wrappers instead.
     * This would allow the Gui package to do any additional clearups if required,
     * as has been done with clearTestPlan()
    */"
apache-jmeter-2.10,DESIGN,//Maybe do nothing at all?
apache-jmeter-2.10,DESIGN,"/*
     * NOTUSED private void initButtonMap() { }
     */"
apache-jmeter-2.10,DESIGN,"// TODO: I believe the following code (to the end of the method) is // obsolete, // since NamePanel no longer seems to be the GUI for any component:"
apache-jmeter-2.10,DESIGN,//avoid error in ant task tests (good way?)
apache-jmeter-2.10,DESIGN,// Does not appear to be used; called by MainFrame#setEditAddMenu() but that is not called
apache-jmeter-2.10,DESIGN,"/**
 * Aggregates sample results for use by the Statistical remote batch mode.
 * Samples are aggregated by the key defined by getKey().
 * TODO: merge error count into parent class?
 */"
apache-jmeter-2.10,DESIGN,// TODO should errors be thrown back through RMI?
apache-jmeter-2.10,DESIGN,"/*
                 * JMeterTreeNode and TestBeanGUI are special GUI classes, and
                 * aren't intended to be added to menus
                 *
                 * TODO: find a better way of checking this
                 */"
apache-jmeter-2.10,DESIGN,// not used
apache-jmeter-2.10,DESIGN,// not used
apache-jmeter-2.10,DESIGN,// not used
apache-jmeter-2.10,DESIGN,// not used
apache-jmeter-2.10,DESIGN,// TODO - perhaps save other items such as headers?
apache-jmeter-2.10,DESIGN,// TODO should class implement SampleListener?
apache-jmeter-2.10,DESIGN,// Settings; readResolve sets these from the server/client values as appropriate // TODO would be nice to make these final; not 100% sure volatile is needed as not changed after creation
apache-jmeter-2.10,DESIGN,// should the samples be aggregated on thread name or thread group (default) ?
apache-jmeter-2.10,DESIGN,// Make it easier to enter a tab (can use \<tab> but that is awkward)
apache-jmeter-2.10,DESIGN,// not used
apache-jmeter-2.10,DESIGN,// TODO turn into method?
apache-jmeter-2.10,DESIGN,// Does not appear to be used (yet)
apache-jmeter-2.10,DESIGN,"//@GuardedBy(""sampleStore"") TODO perhaps use ConcurrentHashMap ?"
apache-jmeter-2.10,DESIGN,// should the samples be aggregated on thread name or thread group (default) ?
apache-jmeter-2.10,DESIGN,//TODO clazz is probably always the same as testclass
apache-jmeter-2.10,DESIGN,// TODO - should this be restored?
apache-jmeter-2.10,DESIGN,//TODO provide proper name?
apache-jmeter-2.10,DESIGN,"// TODO: does it matter that an empty line will terminate the loop? // CSV output files should never contain empty lines, so probably // not // If so, then need to check whether the reader is at EOF"
apache-jmeter-2.10,DESIGN,"/*
     * TODO - convert to work more like upgrade.properties/NameUpdater.java
     *
     * Special processing is carried out for the Header Class The String
     * property TestElement.name is converted to Header.name for example:
     * <elementProp name=""User-Agent""
     * elementType=""org.apache.jmeter.protocol.http.control.Header""> <stringProp
     * name=""Header.value"">Mozilla%2F4.0+%28compatible%3B+MSIE+5.5%3B+Windows+98%29</stringProp>
     * <stringProp name=""TestElement.name"">User-Agent</stringProp>
     * </elementProp> becomes <elementProp name=""User-Agent""
     * elementType=""org.apache.jmeter.protocol.http.control.Header""> <stringProp
     * name=""Header.value"">Mozilla%2F4.0+%28compatible%3B+MSIE+5.5%3B+Windows+98%29</stringProp>
     * <stringProp name=""Header.name"">User-Agent</stringProp> </elementProp>
     */"
apache-jmeter-2.10,DESIGN,"/*
     * These must be set before reading/writing the XML. Rather a hack, but
     * saves changing all the method calls to include an extra variable.
     *
     * AFAIK the variables should only be accessed from one thread, so no need to synchronize.
     */"
apache-jmeter-2.10,DESIGN,// TODO: should this be restored?
apache-jmeter-2.10,DESIGN,// TODO: not used - make private?
apache-jmeter-2.10,DESIGN,// TODO appears to duplicate the threadName field in SampleResult
apache-jmeter-2.10,DESIGN,// Yuck: TIFFImageEncoder uses Error to report runtime problems
apache-jmeter-2.10,DESIGN,"// a check, just in case:"
apache-jmeter-2.10,DESIGN,// TODO is this the right thing to do?
apache-jmeter-2.10,DESIGN,// not used
apache-jmeter-2.10,DESIGN,"// results.setResponseCode(""???""); TODO what code should be set here?"
apache-jmeter-2.10,DESIGN,// TODO should this implement supportsCustomEditor() ?
apache-jmeter-2.10,DESIGN,"// a check, just in case:"
apache-jmeter-2.10,DESIGN,"// Not used, as the <testResult> element is generated by the // ResultCollector class"
apache-jmeter-2.10,DESIGN,"/**
     * Check if a string is a valid JMeter 'expression'.
     * <p>
     * The current implementation is very basic: it just accepts any string
     * containing ""${"" as a valid expression. TODO: improve, but keep returning
     * true for ""${}"".
     */"
apache-jmeter-2.10,DESIGN,// TODO - use or remove
apache-jmeter-2.10,DESIGN,"// I guess this can happen as a result of a bad // file read? In this case, it would be better to replace the // incorrect value with anything valid, e.g. the default value // for the property. // But for the time being, I just prefer to be aware of any // problems occuring here, most likely programming errors, // so I'll bail out. // (MS Note) Can't bail out - newly create elements have blank // values and must get the defaults. // Also, when loading previous versions of jmeter test scripts, // some values // may not be right, and should get default values - MS // TODO: review this and possibly change to:"
apache-jmeter-2.10,DESIGN,// TODO does not work yet; need to determine the sample type
apache-jmeter-2.10,DESIGN,// Programming error: bail out.
apache-jmeter-2.10,DESIGN,// Temporary fix to allow default protocol to be changed
apache-jmeter-2.10,DESIGN,//TODO consider using private logs for each derived class
apache-jmeter-2.10,DESIGN,// Does not appear to be used yet
apache-jmeter-2.10,DESIGN,// Remember to change this when the class changes ...
apache-jmeter-2.10,DESIGN,// TODO temporary hack to avoid unnecessary bug reports for subclasses
apache-jmeter-2.10,DESIGN,"// TODO - yet another ambiguous name - does it need changing? // See also: Clearable, JMeterGUIComponent"
apache-jmeter-2.10,DESIGN,// TODO Is this silent exception intended
apache-jmeter-2.10,DESIGN,// Remember to change this when the class changes ...
apache-jmeter-2.10,DESIGN,"/*
     * The following variables are set by StandardJMeterEngine.
     * This is done before start() is called, so the values will be published to the thread safely
     * TODO - consider passing them to the constructor, so that they can be made final
     * (to avoid adding lots of parameters, perhaps have a parameter wrapper object.
     */"
apache-jmeter-2.10,DESIGN,// TODO should this set the thread names for all the subsamples? // might be more efficient than fetching the name elsewehere
apache-jmeter-2.10,DESIGN,"/*
         * Setting SamplingStarted before the contollers are initialised allows
         * them to access the running values of functions and variables (however
         * it does not seem to help with the listeners)
         */"
apache-jmeter-2.10,DESIGN,// TODO: remove this useless Entry parameter
apache-jmeter-2.10,DESIGN,// TODO fix this when there is a real implementation
apache-jmeter-2.10,DESIGN,// TODO only clear the relevant entry - if possible...
apache-jmeter-2.10,DESIGN,// Surely this is always null in the constructor?
apache-jmeter-2.10,DESIGN,// TODO why not use the super class value?
apache-jmeter-2.10,DESIGN,// TODO - does not appear to be called directly
apache-jmeter-2.10,DESIGN,"/**
 * Custom TrustManager ignores all certificate errors
 *
 * TODO: implement conditional checking and logging
 *
 * (Derived from AuthSSLX509TrustManager in HttpClient contrib directory)
 */"
apache-jmeter-2.10,DESIGN,// Maps to contain page and form encodings // TODO - do these really need to be shared between all Proxy instances?
apache-jmeter-2.10,DESIGN,// NOTE: Source and line arguments are nonsense in a call(). //       Any way to make these arguments *sensible?
apache-jmeter-2.10,DESIGN,// Is it an exception wrapped in a JavaScriptException?
apache-jmeter-2.10,DESIGN,// TODO Why empty block ?
apache-jmeter-2.10,DESIGN,// TODO - perhaps this should be a fatal error?
apache-jmeter-2.10,DESIGN,// clone will produce correct type // TODO but why do we need to clone the list?
apache-jmeter-2.10,DESIGN,// TODO only called by UserParameterXMLParser.getXMLParameters which is a deprecated class
apache-jmeter-2.10,DESIGN,// TODO probably not needed
apache-jmeter-2.10,DESIGN,//TODO - move to JOrphanUtils?
apache-jmeter-2.10,DESIGN,// TODO needs to be synch? Probably not changed after threads have started // JMeter Home directory (excludes trailing separator) // JMeter bin directory (excludes trailing separator)
apache-jmeter-2.10,DESIGN,"// Hack: bsh-2.0b5.jar BshScriptEngine implements Compilable but throws ""java.lang.Error: unimplemented"""
apache-jmeter-2.10,DESIGN,// TODO only clear the relevant entry - if possible...
apache-jmeter-2.10,DESIGN,// TODO: what is this for?
apache-jmeter-2.10,DESIGN,// TODO should equals and hashCode depend on field other than count?
apache-jmeter-2.10,DESIGN,// TODO is sync really needed?
apache-jmeter-2.10,DESIGN,// TODO is this correct?
apache-jmeter-2.10,DESIGN,"// TODO cpercent is the same as cmedian here - why? and why pass it to ""distributionLine""?"
apache-jmeter-2.10,DESIGN,// TODO should equals and hashCode depend on field other than count?
apache-jmeter-2.10,DESIGN,// TODO: Does this method need to be public? It isn't currently // called outside of this class.
apache-jmeter-2.10,DESIGN,"// TODO: Should the method signature of this method be changed to // match the super-implementation (using a TestElement parameter // instead of AbstractListenerElement)? This would require an // instanceof check before adding the listener (below), but would // also make the behavior a bit more obvious for sub-classes -- the // Java rules dealing with this situation aren't always intuitive, // and a subclass may think it is calling this version of the method // when it is really calling the superclass version instead."
apache-jmeter-2.10,DESIGN,// TODO Should this method be synchronized ? all other function execute are
apache-jmeter-2.10,DESIGN,// TODO should the engine be static?
