projectname,package,top_package,comment,classification
Hive,Hive,Hive,'/*  A nice error message should be given to user.  */',DESIGN
Hive,Hive,Hive,'//  Is smbJoin possible? We need correct order ',DESIGN
Hive,Hive,Hive,'//  A lot of these methods could be done more efficiently by operating on the Text value   directly, rather than converting to HiveChar. ',DESIGN
Hive,Hive,Hive,'//  it\'s only for GBY which should forward all values associated with the key in the range   of limit. new value should be attatched with the key but in current implementation,   only one values is allowed. with map-aggreagtion which is true by default,   this is not common case, so just forward new key/value and forget that (todo) ',DESIGN
Hive,Hive,Hive,'//  ### REVIEW: oops, somebody left the last command   unterminated; should we fix it for them or complain?   For now be nice and fix it. ',DESIGN
Hive,Hive,Hive,'/*    * Checks whether a given url is in a valid format.   *   * The current uri format is: jdbc:hive://[host[:port]]   *   * jdbc:hive:// - run in embedded mode jdbc:hive://localhost - connect to   * localhost default port (10000) jdbc:hive://localhost:5050 - connect to   * localhost port 5050   *   * TODO: - write a better regex. - decide on uri format    */',DESIGN
Hive,Hive,Hive,'//  Don\'t fail -- would be better to actually compute a range of [90,+inf) ',DESIGN
Hive,Hive,Hive,'// todo: is this pre or post upgrade?  todo: can different tables be in different FileSystems? ',DESIGN
Hive,Hive,Hive,'//  Bloating partinfo with inputJobInfo is not good ',DESIGN
Hive,Hive,Hive,'//  We do not need to generate the QB again, but rather we use it directly ',DESIGN
Hive,Hive,Hive,'//  TODO: ideally we\'d register TezCounters here, but it seems impossible before registerTask. ',IMPLEMENTATION
Hive,Hive,Hive,'//  TODO: We have a cache for Table objects in SemanticAnalyzer::getTableObjectByName()   We need to move that cache elsewhere and use it from places like this. ',DESIGN
Hive,Hive,Hive,'//  TODO Change the indexCache to be a guava loading cache, rather than a custom implementation. ',IMPLEMENTATION
Hive,Hive,Hive,'//  todo: fix comment as of HIVE-14988 ',DEFECT
Hive,Hive,Hive,'//  TODO: some SessionState internals are not thread safe. The compile-time internals are synced         via session-scope or global compile lock. The run-time internals work by magic!         They probably work because races are relatively unlikely and few tools run parallel         queries from the same session.         1) OperationState should be refactored out of SessionState, and made thread-local. ',DESIGN
Hive,Hive,Hive,'//  FIXME extract the right info type ',DESIGN
Hive,Hive,Hive,'//  TODO: should this be configurable via annotation or extending @RunWith annotation? ',DESIGN
Hive,Hive,Hive,'//  Needs more explanation here   Xmx is not the max heap value in JDK8. You need to subtract 50\% of the survivor fraction   from this, to get actual usable memory before it goes into GC ',DESIGN
Hive,Hive,Hive,'//  TODO: in union20.q the tab alias is not properly propagated down the   operator tree. This happens when UNION ALL is used as sub query. Hence, even   if column statistics are available, the tab alias will be null which will fail   to get proper column statistics. For now assume, worst case in which   denominator is 2. ',DESIGN
Hive,Hive,Hive,'//  Optional feature not implemented ',IMPLEMENTATION
Hive,Hive,Hive,'//  TODO, we don\'t support this, but we should, since users may create an empty partition and   then load data into it. ',DESIGN
Hive,Hive,Hive,'//  TODO: backward compat for Hive <= 0.12. Can be removed later. ',DESIGN
Hive,Hive,Hive,'//  @deprecated in favour of {@link HCatTable.#storageHandler(String)}. To be removed in Hive 0.16. ',DESIGN
Hive,Hive,Hive,'//  FIXME : implement consolidateEvent(..) similar to dumpEvent(ev,evRoot) ',IMPLEMENTATION
Hive,Hive,Hive,'//  TODO: Support checking multiple child operators to merge further. ',IMPLEMENTATION
Hive,Hive,Hive,'//  According to calcite, it is going to be removed before Calcite-2.0   TODO: to handle CorrelationId ',DESIGN
Hive,Hive,Hive,'//  TODO: if there\'s versioning/etc., it will come in here. For now we rely on external         locking or ordering of calls. This should potentially return a Future for that. ',DESIGN
Hive,Hive,Hive,'// todo: should this be done for MM?  is it ok to use CombineHiveInputFormat with MM? ',DESIGN
Maven,Maven,Maven,'/*                      * TODO Extensions like Flex Mojos use custom scopes like \"merged\", \"internal\", \"external\", etc. In                     * order to don\'t break backward-compat with those, only warn but don\'t error out.                      */',DESIGN
Maven,Maven,Maven,'/*      * TODO this needs to accept a {@link OverConstrainedVersionException} as returned by     *       {@link #getVersionRangeViolation(int)} but it\'s not used like that in     *       DefaultLegacyArtifactCollector      */',DESIGN
Maven,Maven,Maven,'//  it\'s the building of the grandchild project, having already cached the child project   (but not the parent project), which causes the problem. ',DEFECT
Maven,Maven,Maven,'//  TODO I would like to get rid of this. jvz. ',DESIGN
Maven,Maven,Maven,'/*          * NOTE: This should be considered a quirk to support interop with Maven\'s legacy ArtifactDeployer which         * processes one artifact at a time and hence cannot associate the artifacts from the same project to use the         * same timestamp+buildno for the snapshot versions. Allowing the caller to pass in metadata from a previous         * deployment allows to re-establish the association between the artifacts of the same project.          */',DESIGN
Maven,Maven,Maven,'//  TODO I\'m really wondering where this method belongs; smells like it should be on MavenProject, but for some   reason it isn\'t ? This localization is kind-of a code smell. ',DESIGN
Maven,Maven,Maven,'//  TODO: hack because metadata isn\'t generated in m2e correctly and i want to run the maven i have in the ',DESIGN
Maven,Maven,Maven,'//  TODO this does not belong here. ',DESIGN
Maven,Maven,Maven,'//  this is FOUL!          snapshotArtifact.isSnapshot(); ',DESIGN
Maven,Maven,Maven,'//  NOTE: There\'s java.nio.charset.MalformedInputException and sun.io.MalformedInputException ',DESIGN
Maven,Maven,Maven,'/*      * Derive the path portion of the given URL.     *     * @param url the repository URL     * @return the basedir of the repository     * TODO need to URL decode for spaces?      */',DESIGN
Maven,Maven,Maven,'// TODO restore these if it makes sense ',DESIGN
Maven,Maven,Maven,'//  TODO could the configuration be passed to lookup and the configurator known to plexus via the descriptor   so that this method could entirely be handled by a plexus lookup? ',DESIGN
Maven,Maven,Maven,'// TODO error reporting ',IMPLEMENTATION
Maven,Maven,Maven,'//  TODO This replacing shouldn\'t be necessary as user.home should be in the ',DESIGN
Maven,Maven,Maven,'//  TODO currently this is first wins, but really we should take the latest by comparing either the   snapshot timestamp, or some other timestamp later encoded into the metadata.   TODO this needs to be repeated here so the merging doesn\'t interfere with the written metadata    - we\'d be much better having a pristine input, and an ongoing metadata for merging instead ',DESIGN
Maven,Maven,Maven,'//  TODO what about wildcards? Just specifying groups? versions? ',DESIGN
Maven,Maven,Maven,'//  TODO Use StringUtils here ',DESIGN
Maven,Maven,Maven,'//  TODO From a concurrency perspective, this class is not good. The combination of mutable/immutable state is not nice ',DESIGN
Maven,Maven,Maven,'//  TODO we probably want to warn the user that he is building an artifact with   different values than in dependencyManagement ',DESIGN
Maven,Maven,Maven,'//  ---------------------------------------------------------------------------------   I\'m not sure if this last regexp was really intended to disallow the usage of   network paths as user.home directory. Unfortunately it did. I removed it and   have not detected any problems yet.   ---------------------------------------------------------------------------------   path = path.replaceAll( \"//\", \"/\" ); ',DESIGN
Maven,Maven,Maven,'//  TODO better way than static? this might hide messages in a reactor ',DESIGN
Maven,Maven,Maven,'/*  * This exception is thrown if an application attempts to attach * two of the same artifacts to a single project. * * @author pgier * @author jdcasey * TODO Make this a checked exception, and modify the API of MavenProjectHelper. * Currently, this modification would create compatibility problems for existing plugins.  */',DESIGN
Maven,Maven,Maven,'// TODO lifecycles being executed  TODO what runs in each phase  TODO plugins that need downloading  TODO project dependencies that need downloading  TODO unfortunately the plugins need to be downloaded in order to get the plugin.xml file. need to externalize this        from the plugin archive.  TODO this will be the class that people get in IDEs to modify ',DESIGN
Maven,Maven,Maven,'/*          * NOTE: For plugins that depend on other plugin artifacts the plugin realm contains more than one plugin         * descriptor. However, only the first descriptor is of interest.          */',DESIGN
Maven,Maven,Maven,'//  TODO not sure about this here, and may want a getLog on here as well/instead ',DESIGN
Maven,Maven,Maven,'//  TODO Does this check need to happen here? Had to add the same call   below when we iterate on child nodes -- will that suffice? ',IMPLEMENTATION
Maven,Maven,Maven,'//  TODO MNG-5766 changes likely made this redundant ',DESIGN
Maven,Maven,Maven,'//  TODO Move this to plexus-utils\' PathTool. ',DESIGN
Maven,Maven,Maven,'//  go find the version. This is a total hack. See previous comment. ',DESIGN
Maven,Maven,Maven,'/*          * NOTE: This is primarily to keep backward-compat with Maven 2.x which did not validate that dependencies are         * unique within a single POM. Upon multiple declarations, 2.x just kept the last one but retained the order of         * the first occurrence. So when we\'re in lenient/compat mode, we have to deal with such broken POMs and mimic         * the way 2.x works. When we\'re in strict mode, the removal of duplicates just saves other merging steps from         * aftereffects and bogus error messages.          */',DESIGN
Maven,Maven,Maven,'//  TODO Validate for < 0? ',IMPLEMENTATION
Maven,Maven,Maven,'/*          * MNG-4312: We neither have reserved all of the above magic expressions nor is their set fixed/well-known (it         * gets occasionally extended by newer Maven versions). This imposes the risk for existing plugins to         * unintentionally use such a magic expression for an ordinary system property. So here we check whether we         * ended up with a magic value that is not compatible with the type of the configured mojo parameter (a string         * could still be converted by the configurator so we leave those alone). If so, back off to evaluating the         * expression from properties only.          */',DESIGN
Maven,Maven,Maven,'//    This is not ideal but there are events specifically for configuration from the CLI which I don\'t   believe are really valid but there are ITs which assert the right events are published so this   needs to be supported so the EventSpyDispatcher needs to be put in the CliRequest so that   it can be accessed by configuration processors. ',DESIGN
Maven,Maven,Maven,'//  TODO could we use a map? Maybe if the parent did that for components too, as this is too vulnerable to ',DESIGN
Maven,Maven,Maven,'//  TODO current policy is to retain the original version - is this correct, do we need strategies or is that handled elsewhere? ',DESIGN
Maven,Maven,Maven,'//  TODO The configuration for the lifecycle needs to be externalized so that I can use the annotations properly for the   wiring and reference and external source for the lifecycle configuration. ',DESIGN
Maven,Maven,Maven,'//  TODO a similar test should be created to test the dependency management (basically all usages   of DefaultModelBuilder.getCache() are affected by MNG-6530 ',TEST
Maven,Maven,Maven,'//  TODO shouldn\'t the versions be merged across relocations? ',DESIGN
Maven,Maven,Maven,'//  TODO this should not need to be handed off... ',IMPLEMENTATION
Maven,Maven,Maven,'//  note this will not be hit for Maven 1.x project.xml as it is an incompatible schema ',DESIGN
Maven,Maven,Maven,'//  TODO push all common bits back to plexus cli and prepare for transition to Guice. We don\'t need 50 ways to make CLIs ',DESIGN
Maven,Maven,Maven,'//  ------------------------------------------------------------------------   Metadata Resolution Exceptions: ArtifactResolutionExceptions   ------------------------------------------------------------------------ ',DESIGN
Maven,Maven,Maven,'// TODO why is this using the context ',DESIGN
Maven,Maven,Maven,'//  TODO !![jc; 28-jul-2005] check this; if we\'re using \'-r\' and there are aggregator tasks, this will result in weirdness. ',DESIGN
Maven,Maven,Maven,'//  Validate versions aren\'t inherited when using parent ranges the same way as when read externally. ',DESIGN
Maven,Maven,Maven,'//  TODO need to externalize CliRequest ',IMPLEMENTATION
Maven,Maven,Maven,'//    We should get a whole slew of dependencies resolving this artifact transitively ',DESIGN
Maven,Maven,Maven,'//  NOTE: We SHOULD NOT be inheriting status, since this is an assessment of the POM quality.   NOTE: We SHOULD NOT be inheriting relocation, since this relates to a single POM ',DESIGN
Maven,Maven,Maven,'//  TODO could be more efficient by sorting the list and then moving along the restrictions in order? ',DESIGN
Maven,Maven,Maven,'//  set the recommended version   TODO maybe its better to just pass the range through to retrieval and use a   transformation? ',DESIGN
Maven,Maven,Maven,'//    There are too many ConfigurationProcessors so we don\'t know which one to run so report the error.   ',DESIGN
Maven,Maven,Maven,'//  1.any < 1.1 ? ',DESIGN
Maven,Maven,Maven,'/*  * Exception that occurs when an artifact file is used, but has not been resolved. * * @author <a href=\"mailto:brett@apache.org\">Brett Porter</a> * TODO it may be better for artifact.getFile() to throw it - perhaps it is a runtime exception?  */',DESIGN
Maven,Maven,Maven,'//  TODO log message or throw exception? ',IMPLEMENTATION
Maven,Maven,Maven,'/*      * NOTE: This exists merely for backward-compat with legacy-style lifecycle definitions and allows configuration     * injection to work instead of failing.      */',DEFECT
Maven,Maven,Maven,'//  This class needs to stick around because it was exposed the the remote resources plugin started using it instead of   getting the repositories from the project. ',DESIGN
Maven,Maven,Maven,'//  Maven 2.x quirk: an artifact always points at the local repo, regardless whether resolved or not ',DESIGN
Maven,Maven,Maven,'//  TODO Optimize; or maybe just rewrite the whole way aggregating mojos are being run. ',DESIGN
Maven,Maven,Maven,'/*              * NOTE: getId() was added in 3.x and is as such not implemented by plugins compiled against 2.x APIs.              */',DEFECT
Maven,Maven,Maven,'//  TODO don\'t catch exception ',DESIGN
Maven,Maven,Maven,'//  TODO use settings? ',DESIGN
Maven,Maven,Maven,'/*      * TODO: Whether duplicates should be removed looks like an option for the generated merger.      */',DESIGN
Maven,Maven,Maven,'// TODO These two tests display a lack of symmetry with respect to the input which is a free form string and the        mojo descriptor which comes back. All the free form parsing needs to be done somewhere else, this is        really the function of the CLI, and then the pre-processing of that output still needs to be fed into        a hinting process which helps flesh out the full specification of the plugin. The plugin manager should        only deal in concrete terms -- all version finding mumbo jumbo is a customization to base functionality        the plugin manager provides. ',DESIGN
Maven,Maven,Maven,'// TODO this will be the basis of the customizable lifecycle execution so need to figure this out quickly. ',DESIGN
Maven,Maven,Maven,'//  TODO Use the following two instead of manageArtifact   TODO Remove ResolutionListenerDM interface ',DESIGN
Maven,Maven,Maven,'//  We have collected all the problems so let\'s mimic the way the old code worked and just blow up right here.   That\'s right lets just let it rip right here and send a big incomprehensible blob of text at unsuspecting   users. Bad dog!',DESIGN
Maven,Maven,Maven,'//  note: see MNG-3454. This causes a problem, but fixing it may break more.',DEFECT
Maven,Maven,Maven,'//  FIXME: This is hacky. What if module directory doesn\'t match artifactid, and parent   is coming from the repository?? ',DESIGN
Maven,Maven,Maven,'//  NOTE: DuplicateArtifactAttachmentException is currently unchecked, so be careful removing this try/catch!   This is necessary to avoid creating compatibility problems for existing plugins that use   MavenProjectHelper.attachArtifact(..). ',DESIGN
Maven,Maven,Maven,'/*  * Describes a version transformation during artifact resolution. * * @author <a href=\"mailto:brett@apache.org\">Brett Porter</a> * TODO try and refactor to remove abstract main.methods - not particular happy about current design  */',DESIGN
Maven,Maven,Maven,'/*      * @return the required dependencies in a specified scope     * TODO the name is not intelligible      */',DESIGN
Maven,Maven,Maven,'//  TODO shouldn\'t need to double up on this work, only done for simplicity of handling   recommended ',DESIGN
Maven,Maven,Maven,'//    Trying to give loggers back is a bad idea. Ceki said so :-)   notice to self: what was this method supposed to do?   ',DESIGN
Maven,Maven,Maven,'//  TODO Kristian wonders if this class really is necessary and if it overlaps other concepts. ',DESIGN
Maven,Maven,Maven,'//  TODO might be better to have source.retrieve() throw a specific exception for this   situation ',DESIGN
Maven,Maven,Maven,'//  This is really a wagon TransferFailedException so something went wrong after we successfully   retrieved the metadata. ',DESIGN
Maven,Maven,Maven,'/*  * Filter to exclude from a list of artifact patterns. * * @author <a href=\"mailto:brett@apache.org\">Brett Porter</a> * TODO I think this is equiv. to exclusion set filter in maven-core  */',DESIGN
Maven,Maven,Maven,'//  TODO this is only to provide a project for plugins that don\'t need a project to execute but need some   of the values from a MavenProject. Ideally this should be something internal and nothing outside Maven ',DESIGN
Maven,Maven,Maven,'//  TODO why MVN adds dot /./ in paths??? ',IMPLEMENTATION
Maven,Maven,Maven,'//  TODO introducing a space here...not sure what else to do but collapse whitespace ',DESIGN
Maven,Maven,Maven,'//  igorf: Way too many declared exceptions!',DESIGN
Maven,Maven,Maven,'/*  * Describes repository directory metadata. * * @author <a href=\"mailto:brett@apache.org\">Brett Porter</a> * TODO not happy about the store method - they use \"this\"  */',DESIGN
Maven,Maven,Maven,'//  TODO We currently cannot tell which <dependencyManagement> section contained the management        information. When the resolver provides this information, these log messages should be updated        to contain it. ',DESIGN
Maven,Maven,Maven,'//  TODO Hack to make the cycle detection the same for the new graph builder ',DESIGN
Maven,Maven,Maven,'//  TODO the antrun plugin has its own configurator, the only plugin that does. might need to think about how that works   TODO remove the coreArtifactFilterManager ',DESIGN
Maven,Maven,Maven,'//    TODO jvz Why isn\'t all this checking the job of the duty of the workspace resolver, we know that we   have a model that is suitable, yet more checks are done here and the one for the version is problematic   before because with parents as ranges it will never work in this scenario.   ',DESIGN
Maven,Maven,Maven,'/*      * TODO: The order of the merged list could be controlled by an attribute in the model association: target-first,     * source-first, dominant-first, recessive-first      */',DESIGN
Maven,Maven,Maven,'//  TODO add better exception ',DESIGN
Maven,Maven,Maven,'//  TODO let the scope handler deal with this ',DESIGN
Maven,Maven,Maven,'//  artifact or not. things like the stupid dummy artifact coming from surefire.',DESIGN
Maven,Maven,Maven,'//  this is just silly, lookupList should return an empty list! ',DESIGN
Maven,Maven,Maven,'//  TODO This needs to be colorized ',IMPLEMENTATION
Maven,Maven,Maven,'/*      * TODO: Whether the merge continues recursively into an existing node or not could be an option for the generated     * merger      */',DESIGN
Maven,Maven,Maven,'/*  * Specific problems during resolution that we want to account for: * <ul> *   <li>missing metadata</li> *   <li>version range violations</li> *   <li>version circular dependencies</li> *   <li>missing artifacts</li> *   <li>network/transfer errors</li> *   <li>file system errors: permissions</li> * </ul> * * @author Jason van Zyl * TODO carlos: all these possible has*Exceptions and get*Exceptions main.methods make the clients too *       complex requiring a long list of checks, need to create a parent/interface/encapsulation *       for the types of exceptions  */',DESIGN
Maven,Maven,Maven,'/*      * TODO this needs to accept a {@link OverConstrainedVersionException} as returned by     *       {@link #getVersionRangeViolation(int)} but it\'s not used like that in     *       {@link org.apache.maven.repository.legacy.resolver.DefaultLegacyArtifactCollector}      */',DESIGN
Maven,Maven,Maven,'//  MAVENAPI FIXME: the DAG used is NOT only used to represent the dependency relation,   but also for <parent>, <build><plugin>, <reports>. We need multiple DAG\'s   since a DAG can only handle 1 type of relationship properly.   Usecase:  This is detected as a cycle:   org.apache.maven:maven-plugin-api                -(PARENT)->   org.apache.maven:maven                           -(inherited REPORTING)->   org.apache.maven.plugins:maven-checkstyle-plugin -(DEPENDENCY)->   org.apache.maven:maven-plugin-api   In this case, both the verify and the report goals are called   in a different lifecycle. Though the compiler-plugin has a valid usecase, although   that seems to work fine. We need to take versions and lifecycle into account. ',DESIGN
Maven,Maven,Maven,'//  Don\'t want the artifact\'s version in here, as this is stored in the directory above that ',DESIGN
Maven,Maven,Maven,'/*  * Use a regular expression search to find and resolve expressions within the POM. * * @author jdcasey Created on Feb 3, 2005 * TODO Consolidate this logic with the PluginParameterExpressionEvaluator, minus deprecations/bans.  */',DESIGN
Maven,Maven,Maven,'//  FIXME: Filter out the inherited == false stuff! ',DESIGN
Maven,Maven,Maven,'/*      * TODO pluginDescriptor classRealm and artifacts are set as a side effect of this     *      call, which is not nice.     * @throws PluginResolutionException      */',DESIGN
Maven,Maven,Maven,'//  We need to set the file here or the resolver will fail with an NPE, not fully equipped to deal   with multiple local repository implementations yet. ',IMPLEMENTATION
Maven,Maven,Maven,'//  TODO if it was null, we really need to go find them now... or is this taken care of by the ordering? ',DESIGN
Maven,Maven,Maven,'//  This won\'t be valid, but it constructs something easy to read in the error message ',DESIGN
Maven,Maven,Maven,'//  TODO This should eventually be migrated to DefaultPathTranslator. ',DESIGN
Maven,Maven,Maven,'/*                      * NOTE: Other configurators like the map-oriented one don\'t call into the listener, so do it the                     * hard way.                      */',DESIGN
Maven,Maven,Maven,'/*  * Wraps an active project instance to be able to receive updates from its artifact without affecting the original * attributes of this artifact. * * @author <a href=\"mailto:brett@apache.org\">Brett Porter</a> * TODO I think this exposes a design flaw in that the immutable and mutable parts of an artifact are in one class and * should be split. ie scope, file, etc depend on the context of use, whereas everything else is immutable.  */',DESIGN
Maven,Maven,Maven,'//  Some better conventions for the test poms needs to be created and each of these tests   that represent a verification of a specification item needs to be a couple lines at most.   The expressions help a lot, but we need a clean to pick up a directory of POMs, automatically load   them into a resolver, create the expression to extract the data to validate the Model, and the URI   to validate the properties. We also need a way to navigate from the Tex specification documents to ',DESIGN
Maven,Maven,Maven,'//  TODO classpath check doesn\'t belong here - that\'s the other method ',IMPLEMENTATION
Maven,Maven,Maven,'//  TODO Not entirely the same message ',IMPLEMENTATION
Maven,Maven,Maven,'//  TODO this could be a lot nicer... should really be in the snapshot transformation? ',DESIGN
Maven,Maven,Maven,'//  TODO should this be part of mediation? ',DESIGN
Maven,Maven,Maven,'//  FIXME: somehow report to the user   that there are too many \'..\' elements.   For now, ignore the extra \'..\'. ',DESIGN
Maven,Maven,Maven,'/*              * MNG-4900: Hack to workaround deficiency of legacy API which makes it impossible for plugins to access the             * global profile manager which is required to build a POM like a CLI invocation does. Failure to consider             * the activated profiles can cause repo declarations to be lost which in turn will result in artifact             * resolution failures, in particular when using the enhanced local repo which guards access to local files             * based on the configured remote repos.              */',DESIGN
Maven,Maven,Maven,'//  TODO without #, this could just be an evaluate call... ',DESIGN
Maven,Maven,Maven,'//    Builder, concurrency and parallelism     We preserve the existing main.methods for builder selection which is to look for various inputs in the threading   configuration. We don\'t have an easy way to allow a pluggable builder to provide its own configuration   parameters but this is sufficient for now. Ultimately we want components like Builders to provide a way to   extend the command line to accept its own configuration parameters.',DESIGN
Maven,Maven,Maven,'//  TODO ick. this forces the OCE that should have come from the previous call. It is still ',IMPLEMENTATION
Maven,Maven,Maven,'// Maybe it\'s better to move some of those main.methods to separate class (SoC).',DESIGN
Maven,Maven,Maven,'//  TODO Not sure how best to set these for this implementation... ',IMPLEMENTATION
Maven,Maven,Maven,'/*          * NOTE: This should be considered a quirk to support interop with Maven\'s legacy ArtifactDeployer which         * processes one artifact at a time and hence cannot associate the artifacts from the same project to use the         * same version index. Allowing the caller to pass in metadata from a previous deployment allows to re-establish         * the association between the artifacts of the same project.          */',DESIGN
Maven,Maven,Maven,'//  TODO shouldn\'t need a file intermediatary - improve wagon to take a stream ',DESIGN
Maven,Maven,Maven,'//  TODO should we deprecate? ',DESIGN
Maven,Maven,Maven,'//  shouldn\'t it be java-sources given the classifier?   shouldn\'t it be false given the classifier? ',DESIGN
Maven,Maven,Maven,'//  validation error, continue project building and delay failing to help IDEs   result.getProblems().addAll(e.getProblems()) ? ',DEFECT
Maven,Maven,Maven,'/*  * The bean containing the Mojo descriptor.<br> * For more information about the usage tag, have a look to: * <a href=\"https://maven.apache.org/developers/mojo-api-specification.html\"> * https://maven.apache.org/developers/mojo-api-specification.html</a> * * TODO is there a need for the delegation of MavenMojoDescriptor to this? * Why not just extend ComponentDescriptor here?  */',DESIGN
Maven,Maven,Maven,'//  TODO add better exception that can detail the two conflicting artifacts ',DESIGN
Maven,Maven,Maven,'//  TODO Remove this! ',DESIGN
Maven,Maven,Maven,'//  TODO also do this logging for other metadata? ',IMPLEMENTATION
Maven,Maven,Maven,'/*          * NOTE: From Artifact.hasClassifier(), an empty string and a null both denote \"no classifier\". However, some         * plugins only check for null, so be sure to nullify an empty classifier.          */',DESIGN
Maven,Maven,Maven,'//  TODO not sure that it should assume this, maybe the calls to addMetadata should pre-merge, then artifact   replaces? ',DESIGN
Maven,Maven,Maven,'//  Why are we just ignoring this exception? Are exceptions are being used for flow control ',DESIGN
Maven,Maven,Maven,'//  TODO This is too early for build extensions, so maybe just remove it? ',DESIGN
Maven,Maven,Maven,'/*          * The workspace/reactor is in flux so we better not assume definitive information for any of its         * artifacts/projects.          */',DESIGN
Maven,Maven,Maven,'//  blech! this isn\'t even intelligible as a method name. provided for   consistency... ',DESIGN
Maven,Maven,Maven,'/*  * Pseudo test to generate documentation fragment about supported CLI options. TODO such documentation generation code * should not be necessary as unit test but should be run during site generation (Velocity? Doxia macro?)  */',DESIGN
Maven,Maven,Maven,'//  TODO throw something instead? ',DESIGN
Poi,Poi,Poi,'//  Complex file   TODO ',IMPLEMENTATION
Poi,Poi,Poi,'//  Sometimes, the grpprl does not contain data at every offset. I have no idea why this happens. ',DESIGN
Poi,Poi,Poi,'/* @todo handle table sprms from complex files */',DESIGN
Poi,Poi,Poi,'//  FIXME (byte array properties not yet implemented): dsi.setDocparts(P_DOCPARTS); ',DEFECT
Poi,Poi,Poi,'//  FIXME (byte array properties not yet implemented): assertNull(dsi.getDocparts());   FIXME (byte array properties not yet implemented): assertNull(dsi.getHeadingPair()); ',DEFECT
Poi,Poi,Poi,'//  TODO clone some more properties ?  ',IMPLEMENTATION
Poi,Poi,Poi,'/*  TODO: handle rect path  */',IMPLEMENTATION
Poi,Poi,Poi,'// TODO -- implement these as needed  BrtFileVersion(128), //file version ',IMPLEMENTATION
Poi,Poi,Poi,'// TODO: depending on the formatId getDateTimeText() should return formatted date  assertEquals(\"08/12/08\", notesHdd.getDateTimeText()); ',DESIGN
Poi,Poi,Poi,'/*  * Test Freeform object. * The Freeform shape is constructed from java.awt.GeneralPath. * Check that the get/set path accessors are consistent. * (TODO: verification of Bezier curves is more difficult due to rounding error.  Figure out a test approach for that) * * @author Yegor Kozlov  */',DESIGN
Poi,Poi,Poi,'//  TODO: Can these ever have formatting on them? ',IMPLEMENTATION
Poi,Poi,Poi,'//  \"A .. B\" not valid syntax for \"A:B\"   and there\'s no other valid expression that fits this grammar ',DESIGN
Poi,Poi,Poi,'//  PDXNAN(0x006F,0x0C65,\"PDXnan\"), // invalid combo ',DESIGN
Poi,Poi,Poi,'//  Copy merged regions that are fully contained on the row   FIXME: is this something that rowShifter could be doing? ',DESIGN
Poi,Poi,Poi,'/* @todo handle large PAPX from data stream */',IMPLEMENTATION
Poi,Poi,Poi,'/*  TODO update body element, update xwpf element, verify that         * incoming paragraph belongs to this document or if not, XML was         * copied properly (namespace-abbreviations, etc.)          */',DESIGN
Poi,Poi,Poi,'/*  *\tTest to see if Range.insertBefore() works even if the Range contains a *\tCharacterRun that uses Unicode characters. * * TODO - re-enable me when unicode paragraph stuff is fixed!  */',DESIGN
Poi,Poi,Poi,'//  Some files seem to lie about their unicode status, which      is very very pesky. Try to work around these, but this ',DESIGN
Poi,Poi,Poi,'//  TODO - check the formula once tables and    arrays are properly supported ',IMPLEMENTATION
Poi,Poi,Poi,'//  TODO: handle LCID codes ',IMPLEMENTATION
Poi,Poi,Poi,'//  TODO: use new properties ',DESIGN
Poi,Poi,Poi,'//  TODO Update this to expose first and last sheet indexes ',DESIGN
Poi,Poi,Poi,'//  We get an error when we parse [Content_Types].xml   because it\'s not a valid URI. ',DESIGN
Poi,Poi,Poi,'//  TODO Work out how to report this, given we can\'t change the method signature... ',DESIGN
Poi,Poi,Poi,'/*  * TODO: document me *  * @author Sergey Vladimirov (vlsergey {at} gmail {dot} com)  */',DOCUMENTATION
Poi,Poi,Poi,'//  FIXME: is this something that rowShifter could be doing? ',DESIGN
Poi,Poi,Poi,'// TODO: default \"autobreaks\" is different in HSSF and XSSF ',DESIGN
Poi,Poi,Poi,'//  We need a new CTXf for the main styles   TODO decide on a style ctxf ',IMPLEMENTATION
Poi,Poi,Poi,'// TODO: implement more dashing styles ',IMPLEMENTATION
Poi,Poi,Poi,'/*          * HACK: Detect compressed images. In reality there should be some way         * to determine this from the first 32 bytes, but I can\'t see any         * similarity between all the samples I have obtained, nor any         * similarity in the data block contents.          */',DESIGN
Poi,Poi,Poi,'//  TODO: handle palette colors and alpha(?) value ',IMPLEMENTATION
Poi,Poi,Poi,'//  TODO: check size   TODO: check size   TODO: check size ',IMPLEMENTATION
Poi,Poi,Poi,'//       assertRefPtgA1(\'V\', getPtgs(cell), 6); // FIXME! ',DESIGN
Poi,Poi,Poi,'//  Excel\'s # with value 0 will output empty where Java will output 0. This hack removes the # from the format. ',DESIGN
Poi,Poi,Poi,'//  Todo - check text too, once bug fixed ',DEFECT
Poi,Poi,Poi,'//  TODO: check if we can break here, i.e. if a page can have more than 1 break on the same id ',DESIGN
