@relation comments
@attribute projectname string
@attribute package string
@attribute top_package string
@attribute comment string
@data
'Hive','Hive','Hive','//  Hack note - different split strategies return differently typed lists, yay Java.   This works purely by magic, because we know which strategy produces which type. '
'Hive','Hive','Hive','//  TODO: deriveExplainAttributes should be called here, code is too fragile to move it around. '
'Hive','Hive','Hive','/*  * Stores binary key/value in sorted manner to get top-n key/value * TODO: rename to TopNHeap?  */'
'Hive','Hive','Hive','//  FIXME: isNull is not updated; which might cause problems '
'Hive','Hive','Hive','//  TODO: Should we use grpbyExprNDesc.getTypeInfo()? what if expr is   UDF '
'Hive','Hive','Hive','//  TODO: we should really probably throw. Keep the existing logic for now. '
'Hive','Hive','Hive',"/*  * It's column level Parquet reader which is used to read a batch of records for a list column. * TODO Currently List type only support non nested case.  */"
'Hive','Hive','Hive',"//  TODO: not clear why we don't do the rest of the cleanup if dagClient is not created.         E.g. jobClose will be called if we fail after dagClient creation but no before... "
'Hive','Hive','Hive','// TODO HIVE-16862: Implement a similar feature like "hive.tez.dynamic.semijoin.reduction" in hive on spark '
'Hive','Hive','Hive','//  TODO: Currently we do not expose any runtime info for non-streaming tables.   In future extend this add more information regarding table status.   e.g. Total size of segments in druid, loadstatus of table on historical nodes etc. '
'Hive','Hive','Hive','//  This is rather obscure. The end of last row cached is precisely at the split end offset.   If the split is in the middle of the file, LRR would read one more row after that,   therefore as unfortunate as it is, we have to do a one-row read. However, for that to   have happened, someone should have supplied a split that ends inside the last row, i.e.   a few bytes earlier than the current split, which is pretty unlikely. What is more likely   is that the split, and the last row, both end at the end of file. Check for this. '
'Hive','Hive','Hive','//  TODO: this should also happen on any error. Right now this task will just fail. '
'Hive','Hive','Hive','//  TODO null can also mean that this operation was interrupted. Should we really try to re-create the session in that case ? '
'Hive','Hive','Hive','//  TODO: Should we wait for the entry to actually be deleted from HDFS? Would have to   poll the reader count, waiting for it to reach 0, at which point cleanup should occur. '
'Hive','Hive','Hive','//  FIXME for ctas this is still needed because location is not set sometimes '
'Hive','Hive','Hive','//  TODO Consolidate this code with TezChild. '
'Hive','Hive','Hive','//  TODO: is this check even needed given what the caller checks? '
'Hive','Hive','Hive','//  FIXME: file paths in strings should be changed to either File or Path ... anything but String '
'Hive','Hive','Hive','//  TODO: why is "&& !isAcidIUDoperation" needed here? '
'Hive','Hive','Hive','//  Get all simple fields for partitions and related objects, which we can map one-on-one.   We will do this in 2 queries to use different existing indices for each one.   We do not get table and DB name, assuming they are the same as we are using to filter.   TODO: We might want to tune the indexes instead. With current ones MySQL performs   poorly, esp. with \'order by\' w/o index on large tables, even if the number of actual   results is small (query that returns 8 out of 32k partitions can go 4sec. to 0sec. by   just adding a \\"PART_ID\\" IN (...) filter that doesn\'t alter the results to it, probably '
'Hive','Hive','Hive',"//  Tez session relies on a threadlocal for open... If we are on some non-session thread,   just use the same SessionState we used for the initial sessions.   Technically, given that all pool sessions are initially based on this state, shoudln't   we also set this at all times and not rely on an external session stuff? We should   probably just get rid of the thread local usage in TezSessionState. "
'Hive','Hive','Hive',"//  hive input format doesn't handle the special condition of no paths + 1   split correctly. "
'Hive','Hive','Hive','//     not external itself. Is that the case? Why? '
'Hive','Hive','Hive','//  TODO: this is a stopgap fix. We really need to change all mappings by unique node ID,         or at least (in this case) track the latest unique ID for LlapNode and retry all '
'Hive','Hive','Hive','//  FIXME: druid storage handler relies on query.id to maintain some staging directories   expose queryid to session level '
'Hive','Hive','Hive',"//  TODO - we need to speed this up for the normal path where all partitions are under   the table and we don't have to stat every partition "
'Hive','Hive','Hive','//  if this function is frequently used, we need to optimize this. '
'Hive','Hive','Hive',"//  This is ugly in two ways...   1) We assume that LlapWrappableInputFormatInterface has NullWritable as first parameter.      Since we are using Java and not, say, a programming language, there's no way to check.   2) We ignore the fact that 2nd arg is completely incompatible (VRB -> Writable), because      vectorization currently works by magic, getting VRB from IF with non-VRB value param.   So we just cast blindly and hope for the best (which is obviously what happens). "
'Hive','Hive','Hive','//  TODO: two possible improvements         1) Right now we kill all the queries here; we could just kill -qpDelta.         2) After the queries are killed queued queries would take their place.            If we could somehow restart queries we could instead put them at the front '
'Hive','Hive','Hive',"//  This method is inefficient. It's only used when something crosses buffer boundaries. "
'Hive','Hive','Hive',"//  TODO: why doesn't this check class name rather than toString? "
'Hive','Hive','Hive','//  TODO: Modify Thrift IDL to generate export stage if needed '
'Hive','Hive','Hive',"//  Workaround for testing since tests can't set the env vars. "
'Hive','Hive','Hive',"//  TODO: the memory release could be optimized - we could release original buffers after we         are fully done with each original buffer from disk. For now release all at the end;         it doesn't increase the total amount of memory we hold, just the duration a bit.         This is much simpler - we can just remember original ranges after reading them, and         release them at the end. In a few cases where it's easy to determine that a buffer         can be freed in advance, we remove it from the map. "
'Hive','Hive','Hive','//  TODO: perhaps add counters for separate things and multiple buffer cases. '
'Hive','Hive','Hive','//  TODO: this might only be applicable to TezSessionPoolManager; try moving it there? '
'Hive','Hive','Hive',"//  TODO CAT - a number of these need to be updated.  Don't bother with deprecated methods as   this is just an internal class.  Wait until we're ready to move all the catalog stuff up   into ql. "
'Hive','Hive','Hive','//  in case of outer joins, we need to pull in records from the sides we still   need to produce output for apart from the big table. for e.g. full outer join   TODO: this reproduces the logic of the loop that was here before, assuming '
'Hive','Hive','Hive','//  TODO: not clear why this check and skipSeek are needed. '
'Hive','Hive','Hive','//  TODO: is this a safe assumption (name collision, external names...) '
'Hive','Hive','Hive','//  TODO: Cast Function in Calcite have a bug where it infer type on cast throws '
'Hive','Hive','Hive','// @TODO FIX this, we actually do not need this anymore, '
'Hive','Hive','Hive','//  @deprecated in favour of {@link HCatTable.#getTableName()}. To be removed in Hive 0.16. '
'Hive','Hive','Hive','//  Based on UserGroupInformation::createProxyUser.   TODO: use a proper method after we can depend on HADOOP-13081. '
'Hive','Hive','Hive',"//  TODO : isn't there a prior impl of an isDirectory utility PathFilter so users don't have to write their own? "
'Hive','Hive','Hive','//  get rid of trivial case first, so that we can safely assume non-null '
'Hive','Hive','Hive',"//  get the tmp URI path; it will be a hdfs path if not local mode   TODO [MM gap?]: this doesn't work, however this is MR only.        The path for writer and reader mismatch:        Dump the side-table for tag ... -local-10004/HashTable-Stage-1/MapJoin-a-00-(ds%3D2008-04-08)mm_2.hashtable        Load back 1 hashtable file      -local-10004/HashTable-Stage-1/MapJoin-a-00-srcsortbucket3outof4.txt.hashtable "
'Hive','Hive','Hive','//  TODO: this duplicates a method in ORC, but the method should actually be here. '
'Hive','Hive','Hive','//  TODO: will this work correctly with ACID? '
'Hive','Hive','Hive','//  filter columns may have -1 as index which could be partition column in SARG.   TODO: should this then be >=? '
'Hive','Hive','Hive','//  TODO: this interface is ugly. The two implementations are so far apart feature-wise '
'Hive','Hive','Hive','//  @deprecated in favour of {@link HCatTable.#linesTerminatedBy()}. To be removed in Hive 0.16. '
'Hive','Hive','Hive','//  validate is false by default if we enable the constraint   TODO: A constraint like NOT NULL could be enabled using ALTER but VALIDATE remains    false in such cases. Ideally VALIDATE should be set to true to validate existing data '
'Hive','Hive','Hive','//  TODO: this needs to be enhanced once change management based filesystem is implemented '
'Hive','Hive','Hive','// todo: it would be nice to check the contents of the files... could use orc.FileDump - it has   methods to print to a supplied stream but those are package private '
'Hive','Hive','Hive','/*      * Why no null and class checks?     * With the new design a WindowingSpec must contain a WindowFunctionSpec.     * todo: cleanup datastructs.      */'
'Hive','Hive','Hive','/*      * RW lock ensures we have a consistent view of the file data, which is important given that     * we generate "stripe" boundaries arbitrarily. Reading buffer data itself doesn\'t require     * that this lock is held; however, everything else in stripes list does.     * TODO: make more granular? We only care that each one reader sees consistent boundaries.     *       So, we could shallow-copy the stripes list, then have individual locks inside each.      */'
'Hive','Hive','Hive','//  TODO: wtf? '
'Hive','Hive','Hive','//  TODO Avoid reading this from the environment '
'Hive','Hive','Hive','//  TODO: we wish we could cache the Hive object, but it\'s not thread safe, and each         threadlocal we "cache" would need to be reinitialized for every query. This is         a huge PITA. Hive object will be cached internally, but the compat check will be         done every time inside get(). '
'Hive','Hive','Hive',"//  TODO: can we merge neighboring splits? So we don't init so many readers. "
'Hive','Hive','Hive',"//  Don't break! We might find a better match later. "
'Hive','Hive','Hive',"//  No stats exist for this key; add a new object to the cache   TODO: get rid of deepCopy after making sure callers don't use references "
'Hive','Hive','Hive','//  TODO: in the current impl, triggers are added to RP. For tez, no pool triggers (mapping between trigger name and   pool name) will exist which means all triggers applies to tez. For LLAP, pool triggers has to exist for attaching   triggers to specific pools.   For usability,   Provide a way for triggers sharing/inheritance possibly with following modes   ONLY - only to pool   INHERIT - child pools inherit from parent '
'Hive','Hive','Hive','//  TODO: Using 0 might be wrong; might need to walk down to find the '
'Hive','Hive','Hive','//  TODO: this should come through RelBuilder to the constructor as opposed to '
'Hive','Hive','Hive',"//  TODO : the contains message check is fragile, we should refactor SemanticException to be   queriable for error code, and not simply have a message   NOTE : IF_EXISTS might also want to invoke this, but there's a good possibility   that IF_EXISTS is stricter about table existence, and applies only to the ptn.   Therefore, ignoring IF_EXISTS here. "
'Hive','Hive','Hive','//  TODO : we were discussing an iter interface, and also a LazyTuple   change this when plans for that solidifies. '
'Hive','Hive','Hive','//  TODO: add method to UDFBridge to say if it is a cast func '
'Hive','Hive','Hive','//  TODO Unregister the task for state updates, which could in turn unregister the node. '
'Hive','Hive','Hive','//  Note: we assume 0-length split is correct given now LRR interprets offsets (reading an   extra row). Should we instead assume 1+ chars and add 1 for isUnfortunate? '
'Hive','Hive','Hive','//  TODO Maybe add the YARN URL for the app. '
'Hive','Hive','Hive','//  Note: this particular bit will not work for MM tables, as there can be multiple         directories for different MM IDs. We could put the path here that would account         for the current MM ID being written, but it will not guarantee that other MM IDs         have the correct buckets. The existing code discards the inferred data when the '
'Hive','Hive','Hive','//  TODO: not having aliases for path usually means some bug. Should it give up? '
'Hive','Hive','Hive','//  TODO Get rid of MapOutputInfo if possible '
'Hive','Hive','Hive',"//  TODO: this object is created once to call one method and then immediately destroyed.         So it's basically just a roundabout way to pass arguments to a static method. Simplify? "
'Hive','Hive','Hive','//  TODO This should be passed in the TaskAttemptContext instead '
'Hive','Hive','Hive','//  FIXME: use a different exception type? '
'Hive','Hive','Hive',"/*      * This is little complicated.  First we look for our own config values on this.  If those     * aren't set we use the Hive ones.  But Hive also has multiple ways to do this, so we need to     * look in both of theirs as well.  We can't use theirs directly because they wrap the     * codahale reporters in their own and we do not.      */"
'Hive','Hive','Hive','// TODO should replace with BytesWritable.copyData() once Hive  removes support for the Hadoop 0.20 series. '
'Hive','Hive','Hive',"//  If the import statement specified that we're importing to an external   table, we seem to be doing the following:      a) We don't allow replacement in an unpartitioned pre-existing table      b) We don't allow replacement in a partitioned pre-existing table where that table is external   TODO : Does this simply mean we don't allow replacement in external tables if they already exist?      If so(i.e. the check is superfluous and wrong), this can be a simpler check. If not, then      what we seem to be saying is that the only case we allow is to allow an IMPORT into an EXTERNAL      table in the statement, if a destination partitioned table exists, so long as it is actually "
'Hive','Hive','Hive','// todo: handle Insert Overwrite as well: HIVE-18154 '
'Hive','Hive','Hive','//  TODO HIVE-15865: Include information about pending requests, and last   allocation time once YARN Service provides this information. '
'Hive','Hive','Hive',"//  TODO: At this point we don't know the slot number of the requested host, so can't rollover to next available "
'Hive','Hive','Hive',"//  will this be true here?   Don't create a new object if we are already out of memory "
'Hive','Hive','Hive','//  TODO Replace this with a ExceptionHandler / ShutdownHook '
'Hive','Hive','Hive','//  NOTE: this can be called outside of HS2, without calling setupPool. Basically it should be         able to handle not being initialized. Perhaps we should get rid of the instance and '
'Hive','Hive','Hive',"/*    * RowResolver of outer query. This is used to resolve co-rrelated columns in Filter   * TODO:   *  this currently will only be able to resolve reference to parent query's column   *  this will not work for references to grand-parent column    */"
'Hive','Hive','Hive','//  TODO use stripe statistics to jump over stripes '
'Hive','Hive','Hive','//  @deprecated in favour of {@link HCatTable.#fileFormat(String)}. To be removed in Hive 0.16. '
'Hive','Hive','Hive',"//  TODO: Why is this needed (doesn't represent any cols) "
'Hive','Hive','Hive','//  TODO: this is invalid for SMB. Keep this for now for legacy reasons. See the other overload. '
'Hive','Hive','Hive','//  TODO: fix this '
'Hive','Hive','Hive','//  This probably should not happen; but it does... at least also stop the consumer. '
'Hive','Hive','Hive','//  This seems like a very wrong implementation. '
'Hive','Hive','Hive','// todo: should make abortTxns() write something into TXNS.TXN_META_INFO about this '
'Hive','Hive','Hive','//  registry again just in case. TODO: maybe we should enforce that. '
'Hive','Hive','Hive','//  TODO: lossy conversion, distance is considered seconds similar to timestamp '
'Hive','Hive','Hive','//  TODO: This is fraught with peril. '
'Hive','Hive','Hive','//  TODO Not the best way to share the address '
'Hive','Hive','Hive','/*  * This maps a split (path + offset) to an index based on the number of locations provided. * * If locations do not change across jobs, the intention is to map the same split to the same node. * * A big problem is when nodes change (added, removed, temporarily removed and re-added) etc. That changes * the number of locations / position of locations - and will cause the cache to be almost completely invalidated. * * TODO: Support for consistent hashing when combining the split location generator and the ServiceRegistry. *  */'
'Hive','Hive','Hive','//  The list is empty.   Too many concurrent operations; spurious failure.   List is drained and recreated concurrently.   Same for the OTHER list; spurious.   TODO: the fact that concurrent re-creation of other list necessitates full stop is not         ideal... the reason is that the list NOT being re-created still uses the list         being re-created for boundary check; it needs the old value of the other marker.         However, NO_DELTA means the other marker was already set to a new value. For now,         assume concurrent re-creation is rare and the gap before commit is tiny. '
'Hive','Hive','Hive','//  The record count from these counters may not be correct if the input vertex has   edges to more than one vertex, since this value counts the records going to all   destination vertices. '
'Hive','Hive','Hive','//  TODO: why is this copy-pasted from HiveInputFormat? '
'Hive','Hive','Hive','//  negative length should take precedence over positive value? '
'Hive','Hive','Hive','//  TODO: use DiskRangeList instead '
'Hive','Hive','Hive',"// todo: shouldn't ignoreEmptyFiles be set based on ExecutionEngine? "
'Hive','Hive','Hive',"//  All ErrorAndSolutions that ErrorHeuristic has generated. For the same error, they   should be the same though it's possible that different file paths etc "
'Hive','Hive','Hive','//  Different paths if running locally vs a remote fileSystem. Ideally this difference should not exist. '
'Hive','Hive','Hive',"// todo: should this not be passed in the c'tor? "
'Hive','Hive','Hive','//  Currently, deserialization of complex types is not supported '
'Hive','Hive','Hive','//  TODO: what about partitions not in the default location? '
'Hive','Hive','Hive','//  TODO: we currently put task info everywhere before we submit it and know the "real" node id.         Therefore, we are going to store this separately. Ideally, we should roll uniqueness '
'Hive','Hive','Hive','//  It would be nice if OI could return typeInfo... '
'Hive','Hive','Hive','// TODO replace IgnoreKeyTextOutputFormat with a  HiveOutputFormatWrapper in StorageHandler '
'Hive','Hive','Hive','//  @deprecated in favour of {@link HCatTable.#getNumBuckets()}. '
'Hive','Hive','Hive','// TODO This line can be removed once precommit jenkins jobs move to Java 8 '
'Hive','Hive','Hive','//  Recovery is not implemented yet for PPD path. '
'Hive','Hive','Hive','//  ShimLoader.getHadoopShims().isSecurityEnabled() will only check that   hadoopAuth is not simple, it does not guarantee it is kerberos '
'Hive','Hive','Hive','//  Find the class that has this method.   Note that Method.getDeclaringClass() may not work here because the method '
'Hive','Hive','Hive','//  @deprecated in favour of {@link HCatAddPartitionDesc.#create(HCatPartition)}. To be removed in Hive 0.16. '
'Hive','Hive','Hive','//  fs.permission.AccessControlException removed by HADOOP-11356, but Hive users on older   Hadoop versions may still see this exception .. have to reference by name. '
'Hive','Hive','Hive','// this is dumb. HiveOperation is not always set. see HIVE-16447/HIVE-16443 '
'Hive','Hive','Hive','//  TODO: Once HIVE-18948 is in, should be able to retrieve writeIdList from the conf.  cachedWriteIdList = AcidUtils.getValidTxnWriteIdList(conf);   '
'Hive','Hive','Hive','//  This is a non-pool session, get rid of it. '
'Hive','Hive','Hive','//  TODO: remove this '
'Hive','Hive','Hive','//  Not implemented '
'Hive','Hive','Hive','//  TODO: we only ever use one row of these at a time. Why do we need to cache multiple? '
'Hive','Hive','Hive','/*    * getDeserializer   *   * Get the Deserializer for a table.   *   * @param conf   *          - hadoop config   * @param table   *          the table   * @return   *   Returns instantiated deserializer by looking up class name of deserializer stored in   *   storage descriptor of passed in table. Also, initializes the deserializer with schema   *   of table.   * @exception MetaException   *              if any problems instantiating the Deserializer   *   *              todo - this should move somewhere into serde.jar   *    */'
'Hive','Hive','Hive','//  Not pretty, but we need a way to get the size '
'Hive','Hive','Hive','//  See ctor comment.   TODO: we should get rid of this '
'Hive','Hive','Hive','//  in addition to that Druid allow numeric dimensions now so this check is not accurate '
'Hive','Hive','Hive','//  converted = true; // [TODO]: should we check & convert type to String and set it to true? '
'Hive','Hive','Hive',"//  TODO: ideally we should make a special form of insert overwrite so that we:         1) Could use fast merge path for ORC and RC.         2) Didn't have to create a table. "
'Hive','Hive','Hive','//  TODO: policy on deserialization errors '
'Hive','Hive','Hive','//  TODO: Do we need to keep track of RR, ColNameToPosMap for every op or '
'Hive','Hive','Hive','// Creating new QueryState unfortunately causes all .q.out to change - do this in a separate ticket  Sharing QueryState between generating the plan and executing the query seems bad '
'Hive','Hive','Hive',"//  TODO: we currently pass null counters because this doesn't use LlapRecordReader.         Create counters for non-elevator-using fragments also? "
'Hive','Hive','Hive',"//  TODO: Not sure that this is the correct behavior. It doesn't make sense to create the   partition with column with invalid type. This should be investigated later. "
'Hive','Hive','Hive','//  todo: use SemanticAnalyzer::genExprNodeDesc   currently SA not available to PTFTranslator. '
'Hive','Hive','Hive','//  TODO: we might as well kill the AM at this point. How do we do that from here? '
'Hive','Hive','Hive',"//  bitsets can't be correctly serialized by Kryo's default serializer "
'Hive','Hive','Hive','//  TODO Ideally move some of the other cleanup code from resetCurrentDag over here '
'Hive','Hive','Hive','/*  * TODO:pc remove application logic to a separate interface.  */'
'Hive','Hive','Hive','// todo: should this be OK for MM table? '
'Hive','Hive','Hive','//  TODO: this is a limitation of the AST rewriting approach that we will   not be able to overcome till proper integration of full multi-insert   queries with Calcite is implemented.   The current rewriting gather references from insert clauses and then   updates them with the new subquery references. However, if insert   clauses use * or tab.*, we cannot resolve the columns that we are   referring to. Thus, we just bail out and those queries will not be   currently optimized by Calcite.   An example of such query is:   FROM T_A a LEFT JOIN T_B b ON a.id = b.id   INSERT OVERWRITE TABLE join_result_1   SELECT a.*, b.*   INSERT OVERWRITE TABLE join_result_3   SELECT a.*, b.*; '
'Hive','Hive','Hive','//  TODO: delete tables/databases? '
'Hive','Hive','Hive','// TODO: Improve this '
'Hive','Hive','Hive',"//  TODO: this only applies to current thread, so it's not useful at all. "
'Hive','Hive','Hive','//  Tracks tasks which could not be allocated immediately.   Tasks are tracked in the order requests come in, at different priority levels.   TODO HIVE-13538 For tasks at the same priority level, it may be worth attempting to schedule tasks with '
'Hive','Hive','Hive','//  FIXME: current objective is to keep the previous outputs...but this is possibly bad.. '
'Hive','Hive','Hive','//  Assume the IO is enabled on the daemon by default. We cannot reasonably check it here. '
'Hive','Hive','Hive','// todo: since HIVE-16669 is not done, Minor compact compacts insert delta as well - it should not  Assert.assertTrue("Actual line(file) " + i + " bc: " + rs.get(i), rs.get(i).endsWith(expected2[i][1])); '
'Hive','Hive','Hive','/*    * Send dropped partition notifications. Subscribers can receive these notifications for a   * particular table by listening on a topic named "dbName.tableName" with message selector   * string {@value org.apache.hive.hcatalog.common.HCatConstants#HCAT_EVENT} =   * {@value org.apache.hive.hcatalog.common.HCatConstants#HCAT_DROP_PARTITION_EVENT}.   * </br>   * TODO: DataNucleus 2.0.3, currently used by the HiveMetaStore for persistence, has been   * found to throw NPE when serializing objects that contain null. For this reason we override   * some fields in the StorageDescriptor of this notification. This should be fixed after   * HIVE-2084 "Upgrade datanucleus from 2.0.3 to 3.0.1" is resolved.    */'
'Hive','Hive','Hive','/*  A nice error message should be given to user.  */'
'Hive','Hive','Hive','//  Is smbJoin possible? We need correct order '
'Hive','Hive','Hive','//  A lot of these methods could be done more efficiently by operating on the Text value   directly, rather than converting to HiveChar. '
'Hive','Hive','Hive',"//  it's only for GBY which should forward all values associated with the key in the range   of limit. new value should be attatched with the key but in current implementation,   only one values is allowed. with map-aggreagtion which is true by default,   this is not common case, so just forward new key/value and forget that (todo) "
'Hive','Hive','Hive','//  ### REVIEW: oops, somebody left the last command   unterminated; should we fix it for them or complain?   For now be nice and fix it. '
'Hive','Hive','Hive','/*    * Checks whether a given url is in a valid format.   *   * The current uri format is: jdbc:hive://[host[:port]]   *   * jdbc:hive:// - run in embedded mode jdbc:hive://localhost - connect to   * localhost default port (10000) jdbc:hive://localhost:5050 - connect to   * localhost port 5050   *   * TODO: - write a better regex. - decide on uri format    */'
'Hive','Hive','Hive',"//  Don't fail -- would be better to actually compute a range of [90,+inf) "
'Hive','Hive','Hive','// todo: is this pre or post upgrade?  todo: can different tables be in different FileSystems? '
'Hive','Hive','Hive','//  Bloating partinfo with inputJobInfo is not good '
'Hive','Hive','Hive','//  We do not need to generate the QB again, but rather we use it directly '
'Hive','Hive','Hive',"//  TODO: ideally we'd register TezCounters here, but it seems impossible before registerTask. "
'Hive','Hive','Hive','//  TODO: We have a cache for Table objects in SemanticAnalyzer::getTableObjectByName()   We need to move that cache elsewhere and use it from places like this. '
'Hive','Hive','Hive','//  TODO Change the indexCache to be a guava loading cache, rather than a custom implementation. '
'Hive','Hive','Hive','//  todo: fix comment as of HIVE-14988 '
'Hive','Hive','Hive','//  TODO: some SessionState internals are not thread safe. The compile-time internals are synced         via session-scope or global compile lock. The run-time internals work by magic!         They probably work because races are relatively unlikely and few tools run parallel         queries from the same session.         1) OperationState should be refactored out of SessionState, and made thread-local. '
'Hive','Hive','Hive','//  FIXME extract the right info type '
'Hive','Hive','Hive','//  TODO: should this be configurable via annotation or extending @RunWith annotation? '
'Hive','Hive','Hive','//  Needs more explanation here   Xmx is not the max heap value in JDK8. You need to subtract 50% of the survivor fraction   from this, to get actual usable memory before it goes into GC '
'Hive','Hive','Hive','//  TODO: in union20.q the tab alias is not properly propagated down the   operator tree. This happens when UNION ALL is used as sub query. Hence, even   if column statistics are available, the tab alias will be null which will fail   to get proper column statistics. For now assume, worst case in which   denominator is 2. '
'Hive','Hive','Hive','//  Optional feature not implemented '
'Hive','Hive','Hive',"//  TODO, we don't support this, but we should, since users may create an empty partition and   then load data into it. "
'Hive','Hive','Hive','//  TODO: backward compat for Hive <= 0.12. Can be removed later. '
'Hive','Hive','Hive','//  @deprecated in favour of {@link HCatTable.#storageHandler(String)}. To be removed in Hive 0.16. '
'Hive','Hive','Hive','//  FIXME : implement consolidateEvent(..) similar to dumpEvent(ev,evRoot) '
'Hive','Hive','Hive','//  TODO: Support checking multiple child operators to merge further. '
'Hive','Hive','Hive','//  According to calcite, it is going to be removed before Calcite-2.0   TODO: to handle CorrelationId '
'Hive','Hive','Hive',"//  TODO: if there's versioning/etc., it will come in here. For now we rely on external         locking or ordering of calls. This should potentially return a Future for that. "
'Hive','Hive','Hive','// todo: should this be done for MM?  is it ok to use CombineHiveInputFormat with MM? '
'Maven','Maven','Maven','/*                      * TODO Extensions like Flex Mojos use custom scopes like "merged", "internal", "external", etc. In                     * order to don\'t break backward-compat with those, only warn but don\'t error out.                      */'
'Maven','Maven','Maven',"/*      * TODO this needs to accept a {@link OverConstrainedVersionException} as returned by     *       {@link #getVersionRangeViolation(int)} but it's not used like that in     *       DefaultLegacyArtifactCollector      */"
'Maven','Maven','Maven',"//  it's the building of the grandchild project, having already cached the child project   (but not the parent project), which causes the problem. "
'Maven','Maven','Maven','//  TODO I would like to get rid of this. jvz. '
'Maven','Maven','Maven',"/*          * NOTE: This should be considered a quirk to support interop with Maven's legacy ArtifactDeployer which         * processes one artifact at a time and hence cannot associate the artifacts from the same project to use the         * same timestamp+buildno for the snapshot versions. Allowing the caller to pass in metadata from a previous         * deployment allows to re-establish the association between the artifacts of the same project.          */"
'Maven','Maven','Maven',"//  TODO I'm really wondering where this method belongs; smells like it should be on MavenProject, but for some   reason it isn't ? This localization is kind-of a code smell. "
'Maven','Maven','Maven',"//  TODO: hack because metadata isn't generated in m2e correctly and i want to run the maven i have in the "
'Maven','Maven','Maven','//  TODO this does not belong here. '
'Maven','Maven','Maven','//  this is FOUL!          snapshotArtifact.isSnapshot(); '
'Maven','Maven','Maven',"//  NOTE: There's java.nio.charset.MalformedInputException and sun.io.MalformedInputException "
'Maven','Maven','Maven','/*      * Derive the path portion of the given URL.     *     * @param url the repository URL     * @return the basedir of the repository     * TODO need to URL decode for spaces?      */'
'Maven','Maven','Maven','// TODO restore these if it makes sense '
'Maven','Maven','Maven','//  TODO could the configuration be passed to lookup and the configurator known to plexus via the descriptor   so that this method could entirely be handled by a plexus lookup? '
'Maven','Maven','Maven','// TODO error reporting '
'Maven','Maven','Maven',"//  TODO This replacing shouldn't be necessary as user.home should be in the "
'Maven','Maven','Maven',"//  TODO currently this is first wins, but really we should take the latest by comparing either the   snapshot timestamp, or some other timestamp later encoded into the metadata.   TODO this needs to be repeated here so the merging doesn't interfere with the written metadata    - we'd be much better having a pristine input, and an ongoing metadata for merging instead "
'Maven','Maven','Maven','//  TODO what about wildcards? Just specifying groups? versions? '
'Maven','Maven','Maven','//  TODO Use StringUtils here '
'Maven','Maven','Maven','//  TODO From a concurrency perspective, this class is not good. The combination of mutable/immutable state is not nice '
'Maven','Maven','Maven','//  TODO we probably want to warn the user that he is building an artifact with   different values than in dependencyManagement '
'Maven','Maven','Maven','//  ---------------------------------------------------------------------------------   I\'m not sure if this last regexp was really intended to disallow the usage of   network paths as user.home directory. Unfortunately it did. I removed it and   have not detected any problems yet.   ---------------------------------------------------------------------------------   path = path.replaceAll( "//", "/" ); '
'Maven','Maven','Maven','//  TODO better way than static? this might hide messages in a reactor '
'Maven','Maven','Maven','/*  * This exception is thrown if an application attempts to attach * two of the same artifacts to a single project. * * @author pgier * @author jdcasey * TODO Make this a checked exception, and modify the API of MavenProjectHelper. * Currently, this modification would create compatibility problems for existing plugins.  */'
'Maven','Maven','Maven','// TODO lifecycles being executed  TODO what runs in each phase  TODO plugins that need downloading  TODO project dependencies that need downloading  TODO unfortunately the plugins need to be downloaded in order to get the plugin.xml file. need to externalize this        from the plugin archive.  TODO this will be the class that people get in IDEs to modify '
'Maven','Maven','Maven','/*          * NOTE: For plugins that depend on other plugin artifacts the plugin realm contains more than one plugin         * descriptor. However, only the first descriptor is of interest.          */'
'Maven','Maven','Maven','//  TODO not sure about this here, and may want a getLog on here as well/instead '
'Maven','Maven','Maven','//  TODO Does this check need to happen here? Had to add the same call   below when we iterate on child nodes -- will that suffice? '
'Maven','Maven','Maven','//  TODO MNG-5766 changes likely made this redundant '
'Maven','Maven','Maven',"//  TODO Move this to plexus-utils' PathTool. "
'Maven','Maven','Maven','//  go find the version. This is a total hack. See previous comment. '
'Maven','Maven','Maven',"/*          * NOTE: This is primarily to keep backward-compat with Maven 2.x which did not validate that dependencies are         * unique within a single POM. Upon multiple declarations, 2.x just kept the last one but retained the order of         * the first occurrence. So when we're in lenient/compat mode, we have to deal with such broken POMs and mimic         * the way 2.x works. When we're in strict mode, the removal of duplicates just saves other merging steps from         * aftereffects and bogus error messages.          */"
'Maven','Maven','Maven','//  TODO Validate for < 0? '
'Maven','Maven','Maven','/*          * MNG-4312: We neither have reserved all of the above magic expressions nor is their set fixed/well-known (it         * gets occasionally extended by newer Maven versions). This imposes the risk for existing plugins to         * unintentionally use such a magic expression for an ordinary system property. So here we check whether we         * ended up with a magic value that is not compatible with the type of the configured mojo parameter (a string         * could still be converted by the configurator so we leave those alone). If so, back off to evaluating the         * expression from properties only.          */'
'Maven','Maven','Maven',"//    This is not ideal but there are events specifically for configuration from the CLI which I don't   believe are really valid but there are ITs which assert the right events are published so this   needs to be supported so the EventSpyDispatcher needs to be put in the CliRequest so that   it can be accessed by configuration processors. "
